utime,type,apriltag id,apriltag x,apriltag y,apriltag z
1713214583477858,MBOT_APRILTAG_ARRAY,1,-257.01177978515625,48.85080337524414,1635.296875
1713214583477858,MBOT_APRILTAG_ARRAY,2,131.1330108642578,50.577598571777344,1636.0360107421875
1713214583509763,MBOT_APRILTAG_ARRAY,1,-257.009033203125,48.851402282714844,1635.24951171875
1713214583509763,MBOT_APRILTAG_ARRAY,2,131.1340789794922,50.58232498168945,1636.0550537109375
1713214583537805,MBOT_APRILTAG_ARRAY,1,-257.01409912109375,48.852237701416016,1635.291015625
1713214583537805,MBOT_APRILTAG_ARRAY,2,131.2685546875,50.59961700439453,1637.02392578125
1713214583572345,MBOT_APRILTAG_ARRAY,1,-256.7790222167969,48.82097244262695,1634.47607421875
1713214583572345,MBOT_APRILTAG_ARRAY,2,131.12208557128906,50.57418441772461,1635.8629150390625
1713214583604400,MBOT_APRILTAG_ARRAY,1,-256.9926452636719,48.84616470336914,1635.128173828125
1713214583604400,MBOT_APRILTAG_ARRAY,2,131.13807678222656,50.5838737487793,1636.0654296875
1713214583630570,MBOT_APRILTAG_ARRAY,1,-257.0025939941406,48.8467903137207,1635.1824951171875
1713214583630570,MBOT_APRILTAG_ARRAY,2,131.14479064941406,50.58441162109375,1636.1961669921875
1713214583656073,MBOT_APRILTAG_ARRAY,1,-256.99591064453125,48.84775161743164,1635.1529541015625
1713214583656073,MBOT_APRILTAG_ARRAY,2,131.13125610351562,50.57844924926758,1636.0142822265625
1713214583682951,MBOT_APRILTAG_ARRAY,1,-257.02978515625,48.8567008972168,1635.37646484375
1713214583682951,MBOT_APRILTAG_ARRAY,2,131.14093017578125,50.58236312866211,1636.19091796875
1713214583708691,MBOT_APRILTAG_ARRAY,1,-257.0502624511719,48.858150482177734,1635.4981689453125
1713214583708691,MBOT_APRILTAG_ARRAY,2,131.14447021484375,50.582000732421875,1636.198486328125
1713214583736040,MBOT_APRILTAG_ARRAY,1,-257.0223083496094,48.85328674316406,1635.2967529296875
1713214583736040,MBOT_APRILTAG_ARRAY,2,131.16131591796875,50.590118408203125,1636.429931640625
1713214583761616,MBOT_APRILTAG_ARRAY,1,-257.0440979003906,48.858375549316406,1635.453369140625
1713214583761616,MBOT_APRILTAG_ARRAY,2,131.1693115234375,50.59199523925781,1636.5419921875
1713214583788833,MBOT_APRILTAG_ARRAY,1,-257.0362854003906,48.8575325012207,1635.4052734375
1713214583788833,MBOT_APRILTAG_ARRAY,2,131.16360473632812,50.5922737121582,1636.4881591796875
1713214583815626,MBOT_APRILTAG_ARRAY,1,-256.79510498046875,48.824893951416016,1634.565185546875
1713214583815626,MBOT_APRILTAG_ARRAY,2,131.16848754882812,50.59515380859375,1636.524658203125
1713214583842021,MBOT_APRILTAG_ARRAY,1,-257.0621643066406,48.862548828125,1635.5247802734375
1713214583842021,MBOT_APRILTAG_ARRAY,2,131.1719207763672,50.594947814941406,1636.56298828125
1713214583867575,MBOT_APRILTAG_ARRAY,1,-257.05328369140625,48.859134674072266,1635.481689453125
1713214583867575,MBOT_APRILTAG_ARRAY,2,131.16339111328125,50.59025955200195,1636.4307861328125
1713214583894718,MBOT_APRILTAG_ARRAY,1,-257.0373229980469,48.85584259033203,1635.3896484375
1713214583894718,MBOT_APRILTAG_ARRAY,2,131.3592071533203,50.542301177978516,1637.130126953125
1713214583920020,MBOT_APRILTAG_ARRAY,1,-256.7460021972656,48.815914154052734,1634.2484130859375
1713214583920020,MBOT_APRILTAG_ARRAY,2,131.1793212890625,50.59807586669922,1636.6468505859375
1713214583946359,MBOT_APRILTAG_ARRAY,1,-256.99871826171875,48.84989547729492,1635.1492919921875
1713214583946359,MBOT_APRILTAG_ARRAY,2,131.1736602783203,50.5933952331543,1636.589111328125
1713214583972169,MBOT_APRILTAG_ARRAY,1,-257.01806640625,48.85740280151367,1635.2669677734375
1713214583972169,MBOT_APRILTAG_ARRAY,2,131.1637420654297,50.5919189453125,1636.4503173828125
1713214583999624,MBOT_APRILTAG_ARRAY,1,-257.0078430175781,48.85357666015625,1635.21337890625
1713214583999624,MBOT_APRILTAG_ARRAY,2,131.1584014892578,50.590084075927734,1636.327392578125
1713214584025125,MBOT_APRILTAG_ARRAY,1,-257.0080871582031,48.85566329956055,1635.2314453125
1713214584025125,MBOT_APRILTAG_ARRAY,2,131.35232543945312,50.53757095336914,1636.9752197265625
1713214584053711,MBOT_APRILTAG_ARRAY,1,-256.9854431152344,48.85154342651367,1635.0904541015625
1713214584053711,MBOT_APRILTAG_ARRAY,2,131.14193725585938,50.58481979370117,1636.1512451171875
1713214584079644,MBOT_APRILTAG_ARRAY,1,-256.77130126953125,48.825477600097656,1634.4632568359375
1713214584079644,MBOT_APRILTAG_ARRAY,2,131.135009765625,50.58305740356445,1636.063232421875
1713214584107240,MBOT_APRILTAG_ARRAY,1,-256.9958801269531,48.85109329223633,1635.1707763671875
1713214584107240,MBOT_APRILTAG_ARRAY,2,131.14915466308594,50.585044860839844,1636.2333984375
1713214584133003,MBOT_APRILTAG_ARRAY,1,-256.743896484375,48.82173538208008,1634.3099365234375
1713214584133003,MBOT_APRILTAG_ARRAY,2,131.16319274902344,50.59159469604492,1636.3795166015625
1713214584160872,MBOT_APRILTAG_ARRAY,1,-256.7379150390625,48.82197952270508,1634.2762451171875
1713214584160872,MBOT_APRILTAG_ARRAY,2,131.1603240966797,50.59001922607422,1636.3277587890625
1713214584190014,MBOT_APRILTAG_ARRAY,1,-256.7377624511719,48.821956634521484,1634.2386474609375
1713214584190014,MBOT_APRILTAG_ARRAY,2,131.16500854492188,50.593040466308594,1636.3990478515625
1713214584217622,MBOT_APRILTAG_ARRAY,1,-256.76641845703125,48.825199127197266,1634.392578125
1713214584217622,MBOT_APRILTAG_ARRAY,2,131.16603088378906,50.59510040283203,1636.388916015625
1713214584244926,MBOT_APRILTAG_ARRAY,1,-256.78509521484375,48.82823944091797,1634.5224609375
1713214584244926,MBOT_APRILTAG_ARRAY,2,131.1570587158203,50.59079360961914,1636.2657470703125
1713214584271184,MBOT_APRILTAG_ARRAY,1,-257.0185852050781,48.85952377319336,1635.301025390625
1713214584271184,MBOT_APRILTAG_ARRAY,2,131.1529541015625,50.589962005615234,1636.2432861328125
1713214584297822,MBOT_APRILTAG_ARRAY,1,-257.43963623046875,48.877872467041016,1638.0252685546875
1713214584297822,MBOT_APRILTAG_ARRAY,2,131.13604736328125,50.584388732910156,1636.0128173828125
1713214584325522,MBOT_APRILTAG_ARRAY,1,-257.0322570800781,48.861881256103516,1635.38134765625
1713214584325522,MBOT_APRILTAG_ARRAY,2,131.15245056152344,50.58867263793945,1636.251220703125
1713214584350811,MBOT_APRILTAG_ARRAY,1,-257.65631103515625,48.93614196777344,1639.416748046875
1713214584350811,MBOT_APRILTAG_ARRAY,2,131.33131408691406,50.52961730957031,1636.6385498046875
1713214584379340,MBOT_APRILTAG_ARRAY,1,-257.07806396484375,48.87384033203125,1635.65771484375
1713214584379340,MBOT_APRILTAG_ARRAY,2,131.31568908691406,50.52513885498047,1636.447998046875
1713214584405385,MBOT_APRILTAG_ARRAY,1,-257.0731201171875,48.86872100830078,1635.61962890625
1713214584405385,MBOT_APRILTAG_ARRAY,2,131.114990234375,50.58115005493164,1635.8109130859375
1713214584429970,MBOT_APRILTAG_ARRAY,1,-257.0312194824219,48.862648010253906,1635.3721923828125
1713214584429970,MBOT_APRILTAG_ARRAY,2,131.121337890625,50.58222198486328,1635.847412109375
1713214584456690,MBOT_APRILTAG_ARRAY,1,-257.03802490234375,48.86202621459961,1635.40087890625
1713214584456690,MBOT_APRILTAG_ARRAY,2,131.1266632080078,50.5840950012207,1635.9300537109375
1713214584484539,MBOT_APRILTAG_ARRAY,1,-257.04534912109375,48.86361312866211,1635.45947265625
1713214584484539,MBOT_APRILTAG_ARRAY,2,131.1083221435547,50.57878494262695,1635.6842041015625
1713214584510442,MBOT_APRILTAG_ARRAY,1,-257.0336608886719,48.86101531982422,1635.369873046875
1713214584510442,MBOT_APRILTAG_ARRAY,2,131.1344757080078,50.587284088134766,1635.9837646484375
1713214584538375,MBOT_APRILTAG_ARRAY,1,-257.01324462890625,48.85713195800781,1635.2476806640625
1713214584538375,MBOT_APRILTAG_ARRAY,2,131.14727783203125,50.59148025512695,1636.143310546875
1713214584567052,MBOT_APRILTAG_ARRAY,1,-257.0176086425781,48.85662841796875,1635.2650146484375
1713214584567052,MBOT_APRILTAG_ARRAY,2,131.1383514404297,50.58500671386719,1636.0650634765625
1713214584612388,MBOT_APRILTAG_ARRAY,1,-257.00299072265625,48.8554573059082,1635.1959228515625
1713214584612388,MBOT_APRILTAG_ARRAY,2,131.14353942871094,50.5857048034668,1636.0894775390625
1713214584642123,MBOT_APRILTAG_ARRAY,1,-256.9908447265625,48.85556411743164,1635.1005859375
1713214584642123,MBOT_APRILTAG_ARRAY,2,131.34893798828125,50.541866302490234,1636.8712158203125
1713214584672573,MBOT_APRILTAG_ARRAY,1,-257.0174865722656,48.861572265625,1635.2528076171875
1713214584672573,MBOT_APRILTAG_ARRAY,2,131.35366821289062,50.545509338378906,1636.930908203125
1713214584698344,MBOT_APRILTAG_ARRAY,1,-257.02508544921875,48.86207580566406,1635.3037109375
1713214584698344,MBOT_APRILTAG_ARRAY,2,131.1507568359375,50.59619140625,1636.2943115234375
1713214584724380,MBOT_APRILTAG_ARRAY,1,-257.0345153808594,48.866058349609375,1635.3734130859375
1713214584724380,MBOT_APRILTAG_ARRAY,2,131.1640625,50.60033416748047,1636.474609375
1713214584754661,MBOT_APRILTAG_ARRAY,1,-257.03045654296875,48.86798858642578,1635.35791015625
1713214584754661,MBOT_APRILTAG_ARRAY,2,131.33050537109375,50.53804397583008,1636.71435546875
1713214584782512,MBOT_APRILTAG_ARRAY,1,-257.5975341796875,48.92478942871094,1639.003662109375
1713214584782512,MBOT_APRILTAG_ARRAY,2,131.1287078857422,50.58766174316406,1635.9876708984375
1713214584809519,MBOT_APRILTAG_ARRAY,1,-257.0440673828125,48.87013244628906,1635.4356689453125
1713214584809519,MBOT_APRILTAG_ARRAY,2,131.32684326171875,50.53351974487305,1636.594970703125
1713214584838863,MBOT_APRILTAG_ARRAY,1,-257.0274658203125,48.8646354675293,1635.3240966796875
1713214584838863,MBOT_APRILTAG_ARRAY,2,131.1073760986328,50.57768249511719,1635.6126708984375
1713214584865804,MBOT_APRILTAG_ARRAY,1,-257.01153564453125,48.8630256652832,1635.2261962890625
1713214584865804,MBOT_APRILTAG_ARRAY,2,131.10968017578125,50.58028030395508,1635.6734619140625
1713214584895759,MBOT_APRILTAG_ARRAY,1,-256.99798583984375,48.86093521118164,1635.136474609375
1713214584895759,MBOT_APRILTAG_ARRAY,2,131.11697387695312,50.58307647705078,1635.797607421875
1713214584922744,MBOT_APRILTAG_ARRAY,1,-257.0086669921875,48.86121368408203,1635.200927734375
1713214584922744,MBOT_APRILTAG_ARRAY,2,131.1240692138672,50.58610153198242,1635.8582763671875
1713214584955721,MBOT_APRILTAG_ARRAY,1,-257.0044250488281,48.86222457885742,1635.203125
1713214584955721,MBOT_APRILTAG_ARRAY,2,131.32313537597656,50.53476333618164,1636.592041015625
1713214584987835,MBOT_APRILTAG_ARRAY,1,-257.03460693359375,48.86886215209961,1635.377685546875
1713214584987835,MBOT_APRILTAG_ARRAY,2,131.32151794433594,50.53475570678711,1636.5731201171875
1713214585016720,MBOT_APRILTAG_ARRAY,1,-257.0404968261719,48.870826721191406,1635.4263916015625
1713214585016720,MBOT_APRILTAG_ARRAY,2,131.11798095703125,50.583763122558594,1635.81982421875
1713214585047963,MBOT_APRILTAG_ARRAY,1,-257.0409240722656,48.871524810791016,1635.423095703125
1713214585047963,MBOT_APRILTAG_ARRAY,2,131.13204956054688,50.58932113647461,1635.9947509765625
1713214585080090,MBOT_APRILTAG_ARRAY,1,-257.0737609863281,48.876834869384766,1635.6451416015625
1713214585080090,MBOT_APRILTAG_ARRAY,2,131.12161254882812,50.58550262451172,1635.8321533203125
