utime,vel vx,vel vy,vel wz,odometry x,odometry y,odometry theta,apriltag 1 id,apriltag 1 longitude,apriltag 1 latitude,apriltag 2 id,apriltag 2 longitude,apriltag 2 latitude,apriltag 1 world x,apriltag 1 world y,apriltag 2 world x,apriltag 2 world y
1712966418366360,0.2211161256,0,0.02679171413,3.302172184,0.5741476417,1.672543645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418406760,0.2230861336,0,-0.02677775174,3.301265717,0.583024919,1.671472549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418447190,0.2219502926,0,-0.01338317618,3.300373316,0.5918579698,1.670937181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418488500,0.224294737,0,-0.02618866786,3.299476385,0.6007848382,1.669889688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418528950,0.2207389623,0,0,3.298602819,0.6095710993,1.669889688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418569340,0.2231579274,0,0,3.297719717,0.6184536219,1.669889688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418609750,0.2251598984,0,0,3.296828747,0.6274158359,1.669889688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418650160,0.2230474651,0,0,3.295946121,0.6362939477,1.669889688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418690700,0.2212714851,0,0.01334231533,3.29507041,0.6451013684,1.670423388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418731150,0.2093269229,0,1.003173113,3.294237614,0.6534329057,1.710550308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418773580,0.207450971,0,1.619043469,3.29308176,0.6616500616,1.775312066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418815210,0.2276565284,0,0.8966692686,3.291232347,0.6705665588,1.811178803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418855630,0.2177983522,0,0.4952170849,3.289158344,0.6790279746,1.830987453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418896160,0.2286335528,0,0.186866194,3.28680563,0.6878654957,1.838462114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418936590,0.2197955549,0,-0.0133789489,3.284480333,0.6963442564,1.837926984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966418976970,0.2179817408,0,-0.01339547243,3.28217864,0.704754293,1.837391138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419017390,0.2230253965,0,0,3.27982831,0.7133601904,1.837391138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419057800,0.2209847718,0,-0.02677570283,3.277499676,0.7218872905,1.836320162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419098350,0.2254045755,0,0.01334103476,3.27513361,0.7305874825,1.836853862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419139270,0.2222936153,0,0,3.272795677,0.739166379,1.836853862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419179690,0.2209028006,0,-0.02676584013,3.270472288,0.7476915717,1.835783243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419220110,0.2251208872,0,0.0267718602,3.268113852,0.7563821077,1.8368541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419261020,0.2130938619,0,-1.044511557,3.265872717,0.7646059394,1.795073628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419301570,0.2264488935,0,-0.560336113,3.263858318,0.7734370232,1.772660136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419342010,0.2177067995,0,-0.414737165,3.262112379,0.7819684744,1.756070614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419383550,0.2311695367,0,-0.1562653631,3.260408878,0.7910569906,1.749819994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419423950,0.2303890437,0,-0.1205028966,3.258767843,0.8001252413,1.744999886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419464370,0.2157194912,0,0.09369196743,3.257272243,0.8086234331,1.748747587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419504910,0.223349154,0,-0.01334231533,3.255690813,0.8174163103,1.748213887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419545350,0.2208208442,0,0,3.254132032,0.8261104822,1.748213887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419585740,0.224211812,0,-0.01339380722,3.252549171,0.8349381685,1.747678161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419627220,0.2243746817,0,0.01303976774,3.250969887,0.8437731266,1.748199701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419667630,0.2220216691,0,-0.01338765956,3.249402523,0.8525146246,1.747664213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419708170,0.2223432213,0,0.02668860182,3.247837782,0.8612695932,1.748731732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419748610,0.2228930444,0,-0.0267545674,3.246259689,0.8700445294,1.747661591,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419788390,0.2255267054,0,-0.01359900739,3.244672537,0.8789248466,1.747117639,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419828810,0.2219502926,0,-0.01338317618,3.243115187,0.8876652122,1.74658227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419869230,0.224028796,0,0.01338292006,3.241548061,0.8964882493,1.747117639,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419909790,0.2191397697,0,0.01333898492,3.2400105,0.905117929,1.747651219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419951110,0.224235028,0,0,3.238432407,0.9139474034,1.747651219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966419991510,0.2189758867,0,0.02678505331,3.236891508,0.9225698113,1.748722672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420031920,0.2219832242,0,-0.04015580565,3.235319853,0.9313089848,1.747116446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420072340,0.2219447792,0,-0.01338292006,3.233762503,0.9400491118,1.746581078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420112880,0.2233877033,0,-0.01334462129,3.232199907,0.9488469362,1.746047258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420153330,0.2197303325,0,0.01337497868,3.230667353,0.9575015306,1.74658227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420193720,0.2221151292,0,-0.04017962888,3.229113579,0.9662492275,1.74497509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420234890,0.2219722718,0,0.01313788444,3.227574825,0.9749937654,1.745500565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420275310,0.2219777405,0,-0.01338496897,3.226031542,0.9837377071,1.744965196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420315860,0.2222554982,0,-0.02667809837,3.224490881,0.9924934506,1.743898034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420356310,0.2176637352,0,0.01337587461,3.222991228,1.001069903,1.744433045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420396780,0.2226837873,0,-0.02672946267,3.221452236,1.009843349,1.743363857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420437200,0.2209519893,0,0,3.219934702,1.018550158,1.743363857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420477610,0.2230309248,0,0.02677109092,3.218402863,1.027338862,1.744434714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420519320,0.2241741419,0,-0.02593863755,3.216853619,1.036170959,1.743397117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420559760,0.220799014,0,0,3.2153368,1.044871688,1.743397117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420600180,0.2209082693,0,0,3.213819265,1.053576708,1.743397117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420640580,0.2241896242,0,-0.01339252666,3.212279081,1.06241107,1.74286139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420681000,0.2219612598,0,-0.01338394452,3.210758924,1.071158409,1.742326021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420721550,0.2222609669,0,0,3.20924139,1.079918385,1.742326021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420760870,0.2292654663,0,0,3.207676172,1.088954449,1.742326021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420802140,0.2245066762,0,-0.02621326223,3.206143379,1.097802877,1.741277456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420842560,0.2198499292,0,0.01338215172,3.204651356,1.106469393,1.741812706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420882970,0.2220381647,0,-0.04016553983,3.203139782,1.115221381,1.740206122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420923520,0.2233050913,0,-0.01333975419,3.201633692,1.124025702,1.739672542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966420963960,0.2228765041,0,0,3.200135231,1.132813931,1.739672542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421004380,0.2219887078,0,0.01338548213,3.198642731,1.141567111,1.740207911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421044760,0.2221371382,0,0.01339444797,3.197144508,1.150325418,1.740743637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421085180,0.2209191918,0,0,3.195649862,1.159034848,1.740743637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421126790,0.2186447978,0,0,3.194170713,1.167654634,1.740743637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421167230,0.2218624502,0,-0.01337805297,3.192669868,1.176401258,1.740208507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421207650,0.2219667435,0,-0.01338432916,3.191172838,1.185152769,1.739673138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421248030,0.2221536189,0,-0.01339547243,3.189679384,1.193912506,1.739137292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421288440,0.207413286,0,-1.003992319,3.188289404,1.202091813,1.69897759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421328990,0.2274876386,0,-1.721032143,3.18712616,1.211116672,1.630136251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421369430,0.2260456681,0,-0.9499054551,3.186589956,1.220142603,1.592140079,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421409840,0.2125983983,0,-0.5353963375,3.18640852,1.228644609,1.570724249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421450910,0.2266473919,0,-0.1712329984,3.186409235,1.237710476,1.56387496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421491330,0.2313685119,0,-0.1070846245,3.18647337,1.246965051,1.559591532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421531880,0.2201729268,0,0.05335478857,3.186572075,1.255771399,1.561725736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421572640,0.2180269361,0,0.01327122562,3.18665123,1.264492154,1.562256575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421613070,0.2240232229,0,-0.01338253543,3.186727762,1.273452759,1.561721325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421653460,0.2242062539,0,-0.01339355111,3.186809063,1.282420635,1.561185598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421693870,0.2084297836,0,1.070792675,3.186889172,1.290757418,1.604017258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421734750,0.2205155045,0,0.5293841958,3.186596155,1.299573183,1.625192642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421777080,0.2238705009,0,0.2939190567,3.186109304,1.308514714,1.63694942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421817500,0.2229867876,0,0.1873608828,3.185519695,1.317414641,1.64444387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421857890,0.2148262262,0,-0.02678774297,3.184887409,1.325984359,1.643372416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421898300,0.2230805904,0,0,3.184240341,1.334884048,1.643372416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421938830,0.2203032672,0,0.02669321373,3.183601379,1.343672991,1.644440174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966421979260,0.2072799355,0,0.9765909314,3.182991266,1.351941705,1.683503866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422020550,0.2224225998,0,1.677327752,3.181990623,1.360782146,1.750597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422060950,0.23036623,0,0.9505400658,3.180342674,1.369848251,1.788618565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422101370,0.2105192989,0,0.5354095101,3.178522825,1.378069997,1.81003499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422141920,0.2264153808,0,0.1867510527,3.17637682,1.386868715,1.817505002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422182350,0.2260903865,0,0.0669079423,3.174168348,1.395638466,1.82018137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422222760,0.2157248259,0,-0.01338484138,3.172038555,1.404000521,1.819646001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422263160,0.2221041173,0,-0.01339265518,3.169850588,1.412611008,1.819110274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422303570,0.2219887078,0,0.04015669972,3.167668343,1.421218157,1.8207165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422344910,0.2241428196,0,0,3.165450811,1.429905295,1.8207165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422385360,0.2207553387,0,0,3.163266897,1.438461185,1.8207165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422425790,0.2229702324,0,0,3.161061049,1.447102904,1.8207165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422466170,0.2221426219,0,-0.04018449783,3.158863306,1.455712557,1.819109082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422506590,0.2094771117,0,-0.9771224856,3.156804085,1.463834643,1.780024171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422547130,0.2254546136,0,-0.5471026897,3.154931068,1.472656131,1.758140087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422587560,0.2187700868,0,-0.4549179673,3.153301239,1.481253862,1.739943385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422628760,0.2269269973,0,-0.1575433016,3.151773214,1.490201354,1.733641624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422669140,0.2305202484,0,-0.09377779067,3.15027833,1.499300122,1.729890466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422709540,0.215810284,0,0.06695110351,3.148910761,1.507823467,1.732568502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422750090,0.2202217728,0,0.02668335102,3.147491932,1.516517282,1.733635783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422781200,0.2856339216,0,0.01738648489,3.145639658,1.5277915,1.73433125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422821630,0.2240010649,0,-0.01338125486,3.144181013,1.536631942,1.733796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422862010,0.2232408226,0,-0.02679632604,3.142731905,1.545443177,1.73272419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422902410,0.2241396755,0,0.01338945236,3.141286373,1.554291487,1.733259797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422943900,0.2253464907,0,0,3.139828444,1.563186646,1.733259797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966422984340,0.223940134,0,-0.01337766834,3.138379574,1.572026253,1.732724667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423024760,0.2209082693,0,0,3.136955023,1.580747008,1.732724667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423065160,0.2221041173,0,-0.01339265518,3.135522604,1.589514971,1.73218894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423105580,0.2229923159,0,-0.02676648088,3.134089231,1.598318696,1.731118321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423146100,0.2244876474,0,0,3.132655859,1.607183099,1.731118321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423186520,0.2240343243,0,-0.0133833047,3.131225348,1.616029501,1.730582952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423227650,0.2212394923,0,0,3.129817247,1.62476635,1.730582952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423268030,0.2231800407,0,-0.02678902447,3.128396749,1.63357985,1.72951138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423308450,0.2198825628,0,0.01338420063,3.127006769,1.642264605,1.730046749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423349010,0.2222171426,0,0,3.125597239,1.651040792,1.730046749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423389450,0.221851483,0,-0.0133772837,3.124190092,1.659802556,1.729511619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423429870,0.2240564823,0,0.01338458527,3.122773647,1.668652177,1.730046988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423470260,0.22209315,0,0.01339188591,3.121364832,1.677423477,1.730582714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423510690,0.2229867876,0,0,3.119945765,1.686229348,1.730582714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423552380,0.2182304859,0,0,3.118556976,1.694847345,1.730582714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423592820,0.2218295336,0,-0.01337600313,3.1171453,1.70360744,1.730047703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423633240,0.2188296467,0,-0.02676712163,3.115757227,1.712249875,1.728976965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423673630,0.2242173553,0,-0.01339419186,3.114344358,1.721106648,1.728441238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423714050,0.2219502926,0,-0.01338317618,3.112950563,1.729874611,1.727905869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423762370,0.1873953044,0,-0.01119451039,3.111777782,1.737278104,1.727458119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423802810,0.2207880914,0,0,3.110399961,1.746001482,1.727458119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423844230,0.220712617,0,0.01306333672,3.109022617,1.75472188,1.727980614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423884610,0.2221646309,0,-0.01339611318,3.107631445,1.763498902,1.727444768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423925020,0.2209683806,0,0,3.106252432,1.772229433,1.727444768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966423965550,0.2213205844,0,-0.01334526204,3.104871273,1.780973911,1.726910949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424005990,0.221878916,0,-0.0133789489,3.103491306,1.789741158,1.726375818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424046400,0.225098595,0,0,3.102096081,1.798636317,1.726375818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424086870,0.2227498293,0,0,3.100715399,1.807438731,1.726375818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424128270,0.2228060216,0,-0.01306679472,3.099334478,1.816243291,1.725853205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424168810,0.2202598006,0,-0.02668796107,3.097973824,1.824947953,1.724785686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424209250,0.2228820175,0,0,3.096606493,1.833757758,1.724785686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424249680,0.2198444605,0,0.01338189561,3.095257759,1.842447519,1.725320935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424290100,0.2250819057,0,0,3.09387207,1.851343513,1.725320935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424330470,0.2243006825,0,-0.01339918748,3.09249115,1.860208631,1.72478497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424372190,0.2231108546,0,-0.01296624448,3.091122389,1.869027495,1.724266291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424412640,0.2228324264,0,-0.02674726769,3.089759827,1.877835989,1.723196387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424453070,0.2229536921,0,0.02676186897,3.088405848,1.886650801,1.724266887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424493480,0.2230253965,0,0,3.087042093,1.895466924,1.724266887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424533860,0.2232187241,0,0,3.085677147,1.904290676,1.724266887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424574410,0.2254212499,0,-0.01334205922,3.084298849,1.913201571,1.723733187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424614850,0.220771715,0,0.02674995735,3.082953453,1.921929359,1.724803209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424655270,0.2240454257,0,-0.01338394452,3.081578732,1.93078506,1.72426784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424696520,0.2236595899,0,-0.01311674993,3.080211163,1.939626336,1.7237432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424736930,0.2219997197,0,0.01338625047,3.078858376,1.948402643,1.724278688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424776160,0.2286710888,0,-0.01378845144,3.077460051,1.957441926,1.723727107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424816630,0.2227498293,0,0,3.076102734,1.966247916,1.723727107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424857050,0.2240121514,0,-0.01338189561,3.074737787,1.975103855,1.723191857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424897470,0.2240564823,0,-0.01338458527,3.073377371,1.983962297,1.722656488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424937860,0.2231579274,0,-0.02678633481,3.072026968,1.992785931,1.721585035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966424979080,0.2196650207,0,0.01312225778,3.070707083,2.001472712,1.722109914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425019530,0.2218021154,0,0.01337433793,3.069369793,2.010243416,1.722644925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425059950,0.2219612598,0,-0.01338394452,3.068026781,2.019019604,1.722109556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425100370,0.2230253965,0,0.02677045204,3.0666821,2.027838707,1.723180413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425140750,0.2200513333,0,-0.0133945765,3.065346003,2.036538839,1.722644687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425181290,0.2244322598,0,0.02668988332,3.06398797,2.045412779,1.723712325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425221730,0.2208044678,0,0,3.062642574,2.054141998,1.723712325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425262150,0.225104183,0,0,3.061270952,2.06304121,1.723712325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425303610,0.2214676738,0,0,3.059921503,2.071796656,1.723712325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425344020,0.2230364382,0,0,3.058562517,2.08061409,1.723712325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425384570,0.2233326137,0,0.01334129088,3.057201862,2.089443207,1.724246025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425425000,0.2229316235,0,0,3.055838823,2.098255634,1.724246025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425465420,0.2229922861,0,0,3.054475546,2.107070446,1.724246025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425505830,0.2219942063,0,-0.01338586584,3.053118229,2.115845919,1.723710537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425546230,0.2230971456,0,-0.02677903324,3.051759005,2.124665737,1.722639322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425587380,0.2221611142,0,0.01314902864,3.050414801,2.133450031,1.723165274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425627820,0.2239013761,0,-0.01337536238,3.049055338,2.142302275,1.722630262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425668240,0.2219832391,0,-0.01338522602,3.047712326,2.151079416,1.722094893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425708660,0.2229978144,0,0.02676712163,3.046367884,2.159897327,1.723165631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425749040,0.2210942358,0,0,3.045025587,2.168638706,1.723165631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425789990,0.2232136726,0,-0.01321128011,3.043670416,2.17746377,1.722637177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425830440,0.2197140455,0,0.01337395329,3.042340994,2.186151266,1.723172188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425870860,0.2229812592,0,0,3.040987253,2.19496727,1.723172188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425911280,0.2188458592,0,0,3.039658546,2.203619719,1.723172188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425952940,0.2234214395,0,0.01298430562,3.038301945,2.212453127,1.723691583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966425993490,0.2222993523,0,-0.02668335102,3.036947727,2.221241474,1.722624302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966426033930,0.2218459845,0,0.01337689999,3.035605669,2.230013132,1.723159432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966426074350,0.2208973318,0,-0.0535302721,3.034264565,2.238746643,1.721018195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966426114770,0.2229978144,0,0,3.032929659,2.247565985,1.721018195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966426156140,0.2239857018,0,-0.02615241893,3.031588793,2.256424427,1.719972134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966426196680,0.2212878615,0,0.01334334072,3.030273199,2.265177727,1.720505834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966426237130,0.2228765041,0,0,3.028943539,2.273993015,1.720505834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966426277540,0.2219612598,0,-0.01338394452,3.027619362,2.282772064,1.719970465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1712966426317960,0.2240620255,0,0.01338496897,3.026287317,2.291635036,1.720505834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
