utime,type,apriltag id,apriltag x,apriltag y,apriltag z,odometry x,odometry y,odometry theta,vel vx,vel vy,vel wz
1712884331748896,MBOT_APRILTAG_ARRAY,50,-193.951416015625,21.013227462768555,715.7384033203125,0,0,0,0,0,0
1712884331800270,MBOT_APRILTAG_ARRAY,50,-191.9280548095703,20.444746017456055,710.3704833984375,0,0,0,0,0,0
1712884331825210,MBOT_APRILTAG_ARRAY,50,-188.861328125,19.89557647705078,700.1805419921875,0,0,0,0,0,0
1712884331848883,MBOT_APRILTAG_ARRAY,50,-187.2877960205078,19.007009506225586,695.9906616210938,0,0,0,0,0,0
1712884331873617,MBOT_APRILTAG_ARRAY,50,-185.83120727539062,18.609228134155273,690.1322021484375,0,0,0,0,0,0
1712884331896868,MBOT_APRILTAG_ARRAY,50,-184.6417694091797,18.150352478027344,683.5723876953125,0,0,0,0,0,0
1712884331923200,MBOT_APRILTAG_ARRAY,50,-182.64183044433594,17.777570724487305,675.7084350585938,0,0,0,0,0,0
1712884331951592,MBOT_APRILTAG_ARRAY,50,-180.00204467773438,17.514522552490234,665.9973754882812,0,0,0,0,0,0
1712884331988508,MBOT_APRILTAG_ARRAY,50,-179.15028381347656,17.699871063232422,661.9522094726562,0,0,0,0,0,0
1712884332017760,MBOT_APRILTAG_ARRAY,50,-177.00511169433594,16.686534881591797,651.3856201171875,0,0,0,0,0,0
1712884332040860,MBOT_APRILTAG_ARRAY,50,-176.70504760742188,16.760976791381836,647.5399780273438,0,0,0,0,0,0
1712884332071599,MBOT_APRILTAG_ARRAY,50,-172.57005310058594,16.19342613220215,629.1261596679688,0,0,0,0,0,0
1712884332103377,MBOT_APRILTAG_ARRAY,50,-172.31080627441406,16.806781768798828,630.2069091796875,0,0,0,0,0,0
1712884332132082,MBOT_APRILTAG_ARRAY,50,-170.37168884277344,16.57247543334961,623.4454956054688,0,0,0,0,0,0
1712884332165825,MBOT_APRILTAG_ARRAY,50,-164.5518798828125,15.96296215057373,602.6885986328125,0,0,0,0,0,0
1712884332199847,MBOT_APRILTAG_ARRAY,50,-166.60023498535156,15.424388885498047,607.6394653320312,0,0,0,0,0,0
1712884332240752,MBOT_APRILTAG_ARRAY,50,-162.9158477783203,15.070378303527832,594.71728515625,0,0,0,0,0,0
1712884332268391,MBOT_APRILTAG_ARRAY,50,-162.36375427246094,15.359480857849121,594.1608276367188,0,0,0,0,0,0
1712884332297281,MBOT_APRILTAG_ARRAY,50,-158.82252502441406,15.816614151000977,582.9168701171875,0,0,0,0,0,0
1712884332325227,MBOT_APRILTAG_ARRAY,50,-159.06573486328125,15.36284065246582,581.386474609375,0,0,0,0,0,0
1712884332354015,MBOT_APRILTAG_ARRAY,50,-157.6444091796875,15.095699310302734,573.23388671875,0,0,0,0,0,0
1712884332378018,MBOT_APRILTAG_ARRAY,50,-154.6517333984375,14.67956256866455,558.9332885742188,0,0,0,0,0,0
1712884332405100,MBOT_APRILTAG_ARRAY,50,-154.93270874023438,14.549129486083984,558.0480346679688,0,0,0,0,0,0
1712884332434219,MBOT_APRILTAG_ARRAY,50,-153.73590087890625,14.370746612548828,551.1998901367188,0,0,0,0,0,0
1712884332464694,MBOT_APRILTAG_ARRAY,50,-150.59951782226562,13.954364776611328,537.056396484375,0,0,0,0,0,0
1712884332493039,MBOT_APRILTAG_ARRAY,50,-147.54257202148438,13.604089736938477,522.6552734375,0,0,0,0,0,0
1712884332522718,MBOT_APRILTAG_ARRAY,50,-149.96485900878906,13.903146743774414,528.5974731445312,0,0,0,0,0,0
1712884332554088,MBOT_APRILTAG_ARRAY,50,-148.09959411621094,13.829109191894531,520.7763671875,0,0,0,0,0,0
1712884332582741,MBOT_APRILTAG_ARRAY,50,-146.48878479003906,13.765655517578125,514.7368774414062,0,0,0,0,0,0
1712884332613751,MBOT_APRILTAG_ARRAY,50,-143.974609375,13.692313194274902,505.095703125,0,0,0,0,0,0
1712884332644374,MBOT_APRILTAG_ARRAY,50,-141.86898803710938,13.562155723571777,495.87945556640625,0,0,0,0,0,0
1712884332673839,MBOT_APRILTAG_ARRAY,50,-140.45101928710938,13.346868515014648,491.06683349609375,0,0,0,0,0,0
1712884332703342,MBOT_APRILTAG_ARRAY,50,-137.64366149902344,13.034188270568848,483.1571350097656,0,0,0,0,0,0
1712884332732617,MBOT_APRILTAG_ARRAY,50,-135.39743041992188,12.86145305633545,476.9261779785156,0,0,0,0,0,0
1712884332781508,MBOT_APRILTAG_ARRAY,50,-133.15438842773438,12.696131706237793,469.4177551269531,0,0,0,0,0,0
1712884332820640,MBOT_APRILTAG_ARRAY,50,-131.07791137695312,12.41576099395752,460.1917724609375,0,0,0,0,0,0
1712884332843710,MBOT_APRILTAG_ARRAY,50,-129.949462890625,12.314896583557129,455.09259033203125,0,0,0,0,0,0
1712884332867934,MBOT_APRILTAG_ARRAY,50,-128.1477813720703,12.090851783752441,447.8364562988281,0,0,0,0,0,0
1712884332890739,MBOT_APRILTAG_ARRAY,50,-126.38317108154297,11.771526336669922,441.47003173828125,0,0,0,0,0,0
1712884291520106,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291560547,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291600906,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291640474,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291680847,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291721341,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291761701,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291802073,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291842451,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291882822,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291923320,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884291963695,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292004074,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292044452,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292084820,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292125314,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292165690,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292206063,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292246426,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292286797,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292327280,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292367675,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292408052,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292448390,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292488759,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292529257,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292569654,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292610006,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292649754,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292690140,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292730633,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292771021,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292892119,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292932617,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884292972985,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293013365,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293053788,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293094149,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293134636,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293175042,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293215423,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293255833,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293296196,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293336692,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293377090,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293417465,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293457807,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293498166,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293538655,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293579041,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293619419,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293662048,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293702424,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293742910,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293783300,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293823688,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293864034,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293904397,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293944892,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884293985282,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294025662,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294066009,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294106381,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294146872,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294187281,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294227666,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294268003,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294308363,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294348853,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294389260,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294429638,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294469981,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294510354,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294550854,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294591252,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294632115,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294672480,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294712848,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294753346,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294793737,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294834156,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294874522,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294914894,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294955379,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884294995772,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295036186,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295076537,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295116903,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295157381,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295197773,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295238152,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295278490,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295318866,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295359360,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295399760,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295440176,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295480531,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295520900,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295561395,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295601788,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295641319,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295681707,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295722073,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295762576,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295802973,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295843316,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295883700,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295924076,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884295964563,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296004956,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296045304,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296085682,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296126054,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296166556,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296206955,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296247307,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296287675,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296328046,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296368552,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296408940,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
1712884296449280,MBOT_ODOMETRY,0,0,0,0,0.28697845339775085,0.014648791402578354,0.10718562453985214,0,0,0
