utime,type,apriltag id,apriltag x,apriltag y,apriltag z,odometry x,odometry y,odometry theta,vel vx,vel vy,vel wz
1712884306805639,MBOT_ODOMETRY,0,0,0,0,1.1704972982406616,0.5844873189926147,0.24226756393909454,0,0,0
1712884306846010,MBOT_ODOMETRY,0,0,0,0,1.1706593036651611,0.5845273733139038,0.18438029289245605,0,0,0
1712884306886397,MBOT_ODOMETRY,0,0,0,0,1.1709873676300049,0.5845885872840881,0.1254444122314453,0,0,0
1712884306926788,MBOT_ODOMETRY,0,0,0,0,1.1712356805801392,0.5846198797225952,0.06758581846952438,0,0,0
1712884306967165,MBOT_ODOMETRY,0,0,0,0,1.1714438199996948,0.5846339464187622,0.010243076831102371,0,0,0
1712884307007659,MBOT_ODOMETRY,0,0,0,0,1.1716102361679077,0.5846356749534607,-0.04746834561228752,0,0,0
1712884307048055,MBOT_ODOMETRY,0,0,0,0,1.171818494796753,0.584625780582428,-0.10692676901817322,0,0,0
1712884307088446,MBOT_ODOMETRY,0,0,0,0,1.1720259189605713,0.5846035480499268,-0.16639254987239838,0,0,0
1712884307128826,MBOT_ODOMETRY,0,0,0,0,1.172272801399231,0.5845620632171631,-0.2253386527299881,0,0,0
1712884307169198,MBOT_ODOMETRY,0,0,0,0,1.1725168228149414,0.584506094455719,-0.284296452999115,0,0,0
1712884307209707,MBOT_ODOMETRY,0,0,0,0,1.17263662815094,0.5844711065292358,-0.34358900785446167,0,0,0
1712884307250086,MBOT_ODOMETRY,0,0,0,0,1.1727937459945679,0.5844148993492126,-0.4036083519458771,0,0,0
1712884307290481,MBOT_ODOMETRY,0,0,0,0,1.1729471683502197,0.5843493938446045,-0.46253257989883423,0,0,0
1712884307330859,MBOT_ODOMETRY,0,0,0,0,1.1730965375900269,0.58427494764328,-0.5204098224639893,0,0,0
1712884307371234,MBOT_ODOMETRY,0,0,0,0,1.173241376876831,0.5841919779777527,-0.5782913565635681,0,0,0
1712884307411811,MBOT_ODOMETRY,0,0,0,0,1.1733804941177368,0.5841012001037598,-0.6358847618103027,0,0,0
1712884307452205,MBOT_ODOMETRY,0,0,0,0,1.1735482215881348,0.5839773416519165,-0.6942747235298157,0,0,0
1712884307492594,MBOT_ODOMETRY,0,0,0,0,1.1736764907836914,0.5838705897331238,-0.7532076835632324,0,0,0
1712884307532968,MBOT_ODOMETRY,0,0,0,0,1.1738287210464478,0.5837278962135315,-0.8116266131401062,0,0,0
1712884307573348,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307613848,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307656331,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307696708,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307737066,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307777433,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307817997,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307858383,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307898753,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307939120,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884307979478,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884308019958,MBOT_ODOMETRY,0,0,0,0,1.173799991607666,0.5837581753730774,-0.8228799700737,0,0,0
1712884308060346,MBOT_ODOMETRY,0,0,0,0,1.17760169506073,0.5796602368354797,-0.8239514827728271,0,0,0
1712884308100737,MBOT_ODOMETRY,0,0,0,0,1.182843804359436,0.573997437953949,-0.8202013969421387,0,0,0
1712884308141119,MBOT_ODOMETRY,0,0,0,0,1.1885920763015747,0.5678344368934631,-0.8180580139160156,0,0,0
1712884308181507,MBOT_ODOMETRY,0,0,0,0,1.1952368021011353,0.5607408881187439,-0.8164507150650024,0,0,0
1712884308222001,MBOT_ODOMETRY,0,0,0,0,1.2022743225097656,0.553252100944519,-0.8137788772583008,0,0,0
1712884308262406,MBOT_ODOMETRY,0,0,0,0,1.2094333171844482,0.5456748008728027,-0.8116366863250732,0,0,0
1712884308302788,MBOT_ODOMETRY,0,0,0,0,1.2166413068771362,0.538078248500824,-0.810029149055481,0,0,0
1712884308343163,MBOT_ODOMETRY,0,0,0,0,1.2239490747451782,0.530401349067688,-0.8068134784698486,0,0,0
1712884308383548,MBOT_ODOMETRY,0,0,0,0,1.2312796115875244,0.5227498412132263,-0.8035986423492432,0,0,0
1712884308424047,MBOT_ODOMETRY,0,0,0,0,1.2385852336883545,0.5151733756065369,-0.8009271621704102,0,0,0
1712884308464468,MBOT_ODOMETRY,0,0,0,0,1.2460122108459473,0.507512092590332,-0.7977151870727539,0,0,0
1712884308504868,MBOT_ODOMETRY,0,0,0,0,1.2535258531570435,0.4998110234737396,-0.7955727577209473,0,0,0
1712884308545243,MBOT_ODOMETRY,0,0,0,0,1.2609437704086304,0.4922405481338501,-0.7934290170669556,0,0,0
1712884308585626,MBOT_ODOMETRY,0,0,0,0,1.2683472633361816,0.4847172200679779,-0.7907498478889465,0,0,0
1712884308626115,MBOT_ODOMETRY,0,0,0,0,1.2757513523101807,0.4772334098815918,-0.7902154326438904,0,0,0
1712884308664516,MBOT_ODOMETRY,0,0,0,0,1.2835314273834229,0.4693780243396759,-0.7868344783782959,0,0,0
1712884308704907,MBOT_ODOMETRY,0,0,0,0,1.2909533977508545,0.4619346857070923,-0.784691572189331,0,0,0
1712884308745287,MBOT_ODOMETRY,0,0,0,0,1.2984228134155273,0.4544757902622223,-0.7820122241973877,0,0,0
1712884308785669,MBOT_ODOMETRY,0,0,0,0,1.305911898612976,0.4470372796058655,-0.7782613039016724,0,0,0
1712884308826174,MBOT_ODOMETRY,0,0,0,0,1.3134355545043945,0.4396202266216278,-0.775056004524231,0,0,0
1712884308866573,MBOT_ODOMETRY,0,0,0,0,1.3208836317062378,0.4323246479034424,-0.7729135155677795,0,0,0
1712884308906958,MBOT_ODOMETRY,0,0,0,0,1.3284096717834473,0.42498427629470825,-0.7707703113555908,0,0,0
1712884308947340,MBOT_ODOMETRY,0,0,0,0,1.3359220027923584,0.4176885783672333,-0.7670193910598755,0,0,0
1712884308987716,MBOT_ODOMETRY,0,0,0,0,1.3435229063034058,0.4103620946407318,-0.7632679343223572,0,0,0
1712884309028213,MBOT_ODOMETRY,0,0,0,0,1.351128339767456,0.40308600664138794,-0.7616649270057678,0,0,0
1712884309068625,MBOT_ODOMETRY,0,0,0,0,1.3587011098861694,0.3958643674850464,-0.7589876651763916,0,0,0
1712884309109005,MBOT_ODOMETRY,0,0,0,0,1.366359829902649,0.3885999023914337,-0.7552365660667419,0,0,0
1712884309149392,MBOT_ODOMETRY,0,0,0,0,1.3740748167037964,0.38133686780929565,-0.7520219087600708,0,0,0
1712884309189780,MBOT_ODOMETRY,0,0,0,0,1.3818128108978271,0.37409886717796326,-0.7488073110580444,0,0,0
1712884309230267,MBOT_ODOMETRY,0,0,0,0,1.3894636631011963,0.3669883906841278,-0.7450661063194275,0,0,0
1712884309270681,MBOT_ODOMETRY,0,0,0,0,1.3971855640411377,0.3598655164241791,-0.7407827377319336,0,0,0
1712884309311070,MBOT_ODOMETRY,0,0,0,0,1.4050350189208984,0.35268694162368774,-0.7370324730873108,0,0,0
1712884309351456,MBOT_ODOMETRY,0,0,0,0,1.4127883911132812,0.34564948081970215,-0.7311387658119202,0,0,0
1712884309391877,MBOT_ODOMETRY,0,0,0,0,1.4206074476242065,0.3386360704898834,-0.725785493850708,0,0,0
1712884309432378,MBOT_ODOMETRY,0,0,0,0,1.428541660308838,0.3315955400466919,-0.7220456004142761,0,0,0
1712884309472781,MBOT_ODOMETRY,0,0,0,0,1.436458945274353,0.32462286949157715,-0.7193677425384521,0,0,0
1712884309513168,MBOT_ODOMETRY,0,0,0,0,1.4444607496261597,0.3176136910915375,-0.7166888117790222,0,0,0
1712884309553555,MBOT_ODOMETRY,0,0,0,0,1.4525127410888672,0.31059858202934265,-0.7145456671714783,0,0,0
1712884309593973,MBOT_ODOMETRY,0,0,0,0,1.4605106115341187,0.30366072058677673,-0.7102627158164978,0,0,0
1712884309634484,MBOT_ODOMETRY,0,0,0,0,1.468519687652588,0.2967730462551117,-0.7081261277198792,0,0,0
1712884309674892,MBOT_ODOMETRY,0,0,0,0,1.4765639305114746,0.2898849844932556,-0.7049131393432617,0,0,0
1712884309715281,MBOT_ODOMETRY,0,0,0,0,1.4844751358032227,0.2831547260284424,-0.7033059000968933,0,0,0
1712884309755656,MBOT_ODOMETRY,0,0,0,0,1.4923999309539795,0.27643483877182007,-0.7038418650627136,0,0,0
1712884309796003,MBOT_ODOMETRY,0,0,0,0,1.5004857778549194,0.269570916891098,-0.7006239891052246,0,0,0
1712884309836499,MBOT_ODOMETRY,0,0,0,0,1.5085638761520386,0.2627582252025604,-0.6984866261482239,0,0,0
1712884309876902,MBOT_ODOMETRY,0,0,0,0,1.5167070627212524,0.2559203505516052,-0.6947376728057861,0,0,0
1712884309917280,MBOT_ODOMETRY,0,0,0,0,1.5248808860778809,0.24910883605480194,-0.6909863948822021,0,0,0
1712884309957658,MBOT_ODOMETRY,0,0,0,0,1.5330158472061157,0.24238121509552002,-0.6883068680763245,0,0,0
1712884309998005,MBOT_ODOMETRY,0,0,0,0,1.541175127029419,0.235670268535614,-0.6856253147125244,0,0,0
1712884310038511,MBOT_ODOMETRY,0,0,0,0,1.549384593963623,0.22895480692386627,-0.6818858981132507,0,0,0
1712884310078920,MBOT_ODOMETRY,0,0,0,0,1.55760657787323,0.2222803235054016,-0.6786729693412781,0,0,0
1712884310119320,MBOT_ODOMETRY,0,0,0,0,1.565916657447815,0.21557845175266266,-0.6754593253135681,0,0,0
1712884310159695,MBOT_ODOMETRY,0,0,0,0,1.5741558074951172,0.20897746086120605,-0.6706358790397644,0,0,0
1712884310200046,MBOT_ODOMETRY,0,0,0,0,1.5823988914489746,0.2024383395910263,-0.6642007827758789,0,0,0
1712884310240557,MBOT_ODOMETRY,0,0,0,0,1.5906838178634644,0.195952370762825,-0.6572569608688354,0,0,0
1712884310280972,MBOT_ODOMETRY,0,0,0,0,1.598901391029358,0.18961070477962494,-0.6502966284751892,0,0,0
1712884310321361,MBOT_ODOMETRY,0,0,0,0,1.6071350574493408,0.18334759771823883,-0.6460105776786804,0,0,0
1712884310361737,MBOT_ODOMETRY,0,0,0,0,1.6155314445495605,0.17701734602451324,-0.638507604598999,0,0,0
1712884310402095,MBOT_ODOMETRY,0,0,0,0,1.623978853225708,0.17074747383594513,-0.6331459283828735,0,0,0
1712884310442592,MBOT_ODOMETRY,0,0,0,0,1.6324306726455688,0.16454434394836426,-0.6299399733543396,0,0,0
1712884310483007,MBOT_ODOMETRY,0,0,0,0,1.6350581645965576,0.16262884438037872,-0.6256567239761353,0,0,0
1712884310523395,MBOT_ODOMETRY,0,0,0,0,1.6352272033691406,0.16250669956207275,-0.6229779124259949,0,0,0
1712884310563773,MBOT_ODOMETRY,0,0,0,0,1.6352272033691406,0.16250669956207275,-0.6229779124259949,0,0,0
1712884310604123,MBOT_ODOMETRY,0,0,0,0,1.6352272033691406,0.16250669956207275,-0.6229779124259949,0,0,0
1712884310644700,MBOT_ODOMETRY,0,0,0,0,1.6352272033691406,0.16250669956207275,-0.6229779124259949,0,0,0
1712884310685099,MBOT_ODOMETRY,0,0,0,0,1.6352272033691406,0.16250669956207275,-0.6229779124259949,0,0,0
1712884310725479,MBOT_ODOMETRY,0,0,0,0,1.6352272033691406,0.16250669956207275,-0.6229779124259949,0,0,0
1712884310765889,MBOT_ODOMETRY,0,0,0,0,1.6352272033691406,0.16250669956207275,-0.6229779124259949,0,0,0
1712884310806266,MBOT_ODOMETRY,0,0,0,0,1.6348544359207153,0.16277450323104858,-0.6545968055725098,0,0,0
1712884310846771,MBOT_ODOMETRY,0,0,0,0,1.6351183652877808,0.16257190704345703,-0.6984028220176697,0,0,0
1712884310887191,MBOT_ODOMETRY,0,0,0,0,1.6352779865264893,0.16243790090084076,-0.7524725198745728,0,0,0
1712884310927580,MBOT_ODOMETRY,0,0,0,0,1.6353998184204102,0.16232386231422424,-0.8103339672088623,0,0,0
1712884310967973,MBOT_ODOMETRY,0,0,0,0,1.6355723142623901,0.1621425449848175,-0.8692610859870911,0,0,0
1712884311008334,MBOT_ODOMETRY,0,0,0,0,1.6356531381607056,0.1620468944311142,-0.9276987910270691,0,0,0
1712884311048831,MBOT_ODOMETRY,0,0,0,0,1.6357778310775757,0.16188043355941772,-0.9859402775764465,0,0,0
1712884311089225,MBOT_ODOMETRY,0,0,0,0,1.6358699798583984,0.16174133121967316,-1.047008752822876,0,0,0
1712884311129600,MBOT_ODOMETRY,0,0,0,0,1.6359951496124268,0.16152453422546387,-1.10489022731781,0,0,0
1712884311170020,MBOT_ODOMETRY,0,0,0,0,1.6360887289047241,0.16133834421634674,-1.1643133163452148,0,0,0
1712884311210391,MBOT_ODOMETRY,0,0,0,0,1.6361547708511353,0.16118501126766205,-1.2232725620269775,0,0,0
1712884311250897,MBOT_ODOMETRY,0,0,0,0,1.6362255811691284,0.16098947823047638,-1.2804327011108398,0,0,0
1712884311291309,MBOT_ODOMETRY,0,0,0,0,1.6362494230270386,0.16090959310531616,-1.339332103729248,0,0,0
1712884311331699,MBOT_ODOMETRY,0,0,0,0,1.6362876892089844,0.16074718534946442,-1.397192120552063,0,0,0
1712884311372122,MBOT_ODOMETRY,0,0,0,0,1.63630211353302,0.16066507995128632,-1.4560755491256714,0,0,0
1712884311412495,MBOT_ODOMETRY,0,0,0,0,1.6363164186477661,0.16054071485996246,-1.514495849609375,0,0,0
1712884311452997,MBOT_ODOMETRY,0,0,0,0,1.6363234519958496,0.1604161262512207,-1.573798656463623,0,0,0
1712884311493412,MBOT_ODOMETRY,0,0,0,0,1.6363229751586914,0.16024938225746155,-1.6326937675476074,0,0,0
1712884311533802,MBOT_ODOMETRY,0,0,0,0,1.6363178491592407,0.16016611456871033,-1.6916252374649048,0,0,0
1712884311574152,MBOT_ODOMETRY,0,0,0,0,1.6363078355789185,0.16008321940898895,-1.7495425939559937,0,0,0
1712884311614542,MBOT_ODOMETRY,0,0,0,0,1.6362855434417725,0.159960076212883,-1.8079383373260498,0,0,0
1712884311653840,MBOT_ODOMETRY,0,0,0,0,1.6362653970718384,0.1598767340183258,-1.8674061298370361,0,0,0
1712884311694258,MBOT_ODOMETRY,0,0,0,0,1.6362532377243042,0.15983687341213226,-1.9257614612579346,0,0,0
1712884311734637,MBOT_ODOMETRY,0,0,0,0,1.636238694190979,0.1597977578639984,-1.9831013679504395,0,0,0
1712884311774993,MBOT_ODOMETRY,0,0,0,0,1.6362051963806152,0.1597212553024292,-2.0410101413726807,0,0,0
1712884311815371,MBOT_ODOMETRY,0,0,0,0,1.63612961769104,0.15957246720790863,-2.0988874435424805,0,0,0
1712884311855875,MBOT_ODOMETRY,0,0,0,0,1.636150598526001,0.159608393907547,-2.157118797302246,0,0,0
1712884311896292,MBOT_ODOMETRY,0,0,0,0,1.6361044645309448,0.15953895449638367,-2.214940071105957,0,0,0
1712884311936684,MBOT_ODOMETRY,0,0,0,0,1.6360043287277222,0.15940554440021515,-2.27172589302063,0,0,0
1712884311977034,MBOT_ODOMETRY,0,0,0,0,1.6358697414398193,0.15924599766731262,-2.3291070461273193,0,0,0
1712884312017412,MBOT_ODOMETRY,0,0,0,0,1.6358697414398193,0.15924599766731262,-2.3859124183654785,0,0,0
1712884312057913,MBOT_ODOMETRY,0,0,0,0,1.6358091831207275,0.15918894112110138,-2.4446823596954346,0,0,0
1712884312098308,MBOT_ODOMETRY,0,0,0,0,1.6358731985092163,0.15924248099327087,-2.457538604736328,0,0,0
1712884312138684,MBOT_ODOMETRY,0,0,0,0,1.6358731985092163,0.15924248099327087,-2.457538604736328,0,0,0
1712884312179027,MBOT_ODOMETRY,0,0,0,0,1.6358731985092163,0.15924248099327087,-2.457538604736328,0,0,0
1712884312219399,MBOT_ODOMETRY,0,0,0,0,1.6358731985092163,0.15924248099327087,-2.457538604736328,0,0,0
1712884312259888,MBOT_ODOMETRY,0,0,0,0,1.6358731985092163,0.15924248099327087,-2.457538604736328,0,0,0
1712884312300283,MBOT_ODOMETRY,0,0,0,0,1.6358731985092163,0.15924248099327087,-2.457538604736328,0,0,0
1712884312340663,MBOT_ODOMETRY,0,0,0,0,1.6358731985092163,0.15924248099327087,-2.457538604736328,0,0,0
1712884312381006,MBOT_ODOMETRY,0,0,0,0,1.6358731985092163,0.15924248099327087,-2.457538604736328,0,0,0
1712884312421382,MBOT_ODOMETRY,0,0,0,0,1.6315720081329346,0.15573538839817047,-2.462362051010132,0,0,0
1712884312461889,MBOT_ODOMETRY,0,0,0,0,1.625617504119873,0.1509278267621994,-2.462362051010132,0,0,0
1712884312502298,MBOT_ODOMETRY,0,0,0,0,1.619194507598877,0.14574192464351654,-2.4602200984954834,0,0,0
1712884312542684,MBOT_ODOMETRY,0,0,0,0,1.6118392944335938,0.1397773176431656,-2.455397844314575,0,0,0
1712884312583049,MBOT_ODOMETRY,0,0,0,0,1.6039601564407349,0.13332460820674896,-2.452181339263916,0,0,0
1712884312623431,MBOT_ODOMETRY,0,0,0,0,1.5960407257080078,0.12679624557495117,-2.4489662647247314,0,0,0
1712884312664000,MBOT_ODOMETRY,0,0,0,0,1.5879549980163574,0.12008703500032425,-2.4462993144989014,0,0,0
1712884312704430,MBOT_ODOMETRY,0,0,0,0,1.5799554586410522,0.11341322958469391,-2.4420175552368164,0,0,0
1712884312744818,MBOT_ODOMETRY,0,0,0,0,1.571912407875061,0.10664453357458115,-2.43880295753479,0,0,0
1712884312785184,MBOT_ODOMETRY,0,0,0,0,1.563982367515564,0.09992724657058716,-2.4361226558685303,0,0,0
1712884312825568,MBOT_ODOMETRY,0,0,0,0,1.5560420751571655,0.09316468238830566,-2.432907819747925,0,0,0
1712884312866078,MBOT_ODOMETRY,0,0,0,0,1.54808509349823,0.08634360879659653,-2.4297029972076416,0,0,0
1712884312906480,MBOT_ODOMETRY,0,0,0,0,1.540223479270935,0.07956048846244812,-2.427025079727173,0,0,0
1712884312946863,MBOT_ODOMETRY,0,0,0,0,1.5324078798294067,0.07278047502040863,-2.42488169670105,0,0,0
1712884312987213,MBOT_ODOMETRY,0,0,0,0,1.524569034576416,0.06595074385404587,-2.4222004413604736,0,0,0
1712884313027593,MBOT_ODOMETRY,0,0,0,0,1.5167229175567627,0.059077613055706024,-2.4200570583343506,0,0,0
1712884313068089,MBOT_ODOMETRY,0,0,0,0,1.5088202953338623,0.052124977111816406,-2.4173853397369385,0,0,0
1712884313108490,MBOT_ODOMETRY,0,0,0,0,1.501073956489563,0.04527299851179123,-2.4141716957092285,0,0,0
1712884313148911,MBOT_ODOMETRY,0,0,0,0,1.4932600259780884,0.03831641748547554,-2.4114949703216553,0,0,0
1712884313189282,MBOT_ODOMETRY,0,0,0,0,1.4853929281234741,0.03127463534474373,-2.4088149070739746,0,0,0
1712884313229662,MBOT_ODOMETRY,0,0,0,0,1.4777015447616577,0.024352921172976494,-2.405599594116211,0,0,0
1712884313270175,MBOT_ODOMETRY,0,0,0,0,1.469934344291687,0.017317645251750946,-2.402395009994507,0,0,0
1712884313310578,MBOT_ODOMETRY,0,0,0,0,1.4621994495391846,0.010266385972499847,-2.398646116256714,0,0,0
1712884313350944,MBOT_ODOMETRY,0,0,0,0,1.454483985900879,0.0031796894036233425,-2.3948936462402344,0,0,0
1712884313391325,MBOT_ODOMETRY,0,0,0,0,1.4467980861663818,-0.0039332653395831585,-2.392214298248291,0,0,0
1712884313431703,MBOT_ODOMETRY,0,0,0,0,1.4391306638717651,-0.011067317798733711,-2.388463020324707,0,0,0
1712884313472200,MBOT_ODOMETRY,0,0,0,0,1.431512475013733,-0.01820903643965721,-2.385791301727295,0,0,0
1712884313512607,MBOT_ODOMETRY,0,0,0,0,1.4238965511322021,-0.025387033820152283,-2.382042646408081,0,0,0
1712884313552964,MBOT_ODOMETRY,0,0,0,0,1.4162981510162354,-0.032602459192276,-2.3782894611358643,0,0,0
1712884313593350,MBOT_ODOMETRY,0,0,0,0,1.4087624549865723,-0.03981231153011322,-2.375074625015259,0,0,0
1712884313635977,MBOT_ODOMETRY,0,0,0,0,1.4015594720840454,-0.046748287975788116,-2.371521234512329,0,0,0
1712884313676502,MBOT_ODOMETRY,0,0,0,0,1.3940386772155762,-0.05404195934534073,-2.3683176040649414,0,0,0
1712884313716907,MBOT_ODOMETRY,0,0,0,0,1.386608600616455,-0.06129404902458191,-2.3645687103271484,0,0,0
1712884313757257,MBOT_ODOMETRY,0,0,0,0,1.3792253732681274,-0.06855458766222,-2.3613510131835938,0,0,0
1712884313797643,MBOT_ODOMETRY,0,0,0,0,1.3717832565307617,-0.07592038810253143,-2.357600450515747,0,0,0
1712884313838025,MBOT_ODOMETRY,0,0,0,0,1.364427089691162,-0.08325586467981339,-2.353849411010742,0,0,0
1712884313878542,MBOT_ODOMETRY,0,0,0,0,1.3570642471313477,-0.09065329283475876,-2.3511791229248047,0,0,0
1712884313918962,MBOT_ODOMETRY,0,0,0,0,1.3497915267944336,-0.09799928963184357,-2.3468964099884033,0,0,0
1712884313959324,MBOT_ODOMETRY,0,0,0,0,1.3424814939498901,-0.10544654726982117,-2.344752073287964,0,0,0
1712884313999714,MBOT_ODOMETRY,0,0,0,0,1.3354840278625488,-0.1126059740781784,-2.3790395259857178,0,0,0
1712884314040096,MBOT_ODOMETRY,0,0,0,0,1.3279119729995728,-0.11983970552682877,-2.436375141143799,0,0,0
1712884314080626,MBOT_ODOMETRY,0,0,0,0,1.3198403120040894,-0.12671063840389252,-2.460400104522705,0,0,0
1712884314121039,MBOT_ODOMETRY,0,0,0,0,1.3118088245391846,-0.13322123885154724,-2.4732506275177,0,0,0
1712884314161395,MBOT_ODOMETRY,0,0,0,0,1.3035517930984497,-0.13974063098430634,-2.4764678478240967,0,0,0
1712884314201772,MBOT_ODOMETRY,0,0,0,0,1.2955080270767212,-0.14604978263378143,-2.4727165699005127,0,0,0
1712884314242159,MBOT_ODOMETRY,0,0,0,0,1.2874572277069092,-0.15241336822509766,-2.4695019721984863,0,0,0
1712884314282655,MBOT_ODOMETRY,0,0,0,0,1.2794485092163086,-0.1587855964899063,-2.4662959575653076,0,0,0
1712884314323059,MBOT_ODOMETRY,0,0,0,0,1.27131187915802,-0.1653023064136505,-2.4620115756988525,0,0,0
1712884314363431,MBOT_ODOMETRY,0,0,0,0,1.2632942199707031,-0.17178033292293549,-2.4582598209381104,0,0,0
1712884314403802,MBOT_ODOMETRY,0,0,0,0,1.2552683353424072,-0.17831489443778992,-2.4550437927246094,0,0,0
1712884314444180,MBOT_ODOMETRY,0,0,0,0,1.2472648620605469,-0.18487410247325897,-2.4518284797668457,0,0,0
1712884314484682,MBOT_ODOMETRY,0,0,0,0,1.2392749786376953,-0.1914653182029724,-2.4480886459350586,0,0,0
1712884314525082,MBOT_ODOMETRY,0,0,0,0,1.2313858270645142,-0.19802311062812805,-2.445946216583252,0,0,0
1712884314565432,MBOT_ODOMETRY,0,0,0,0,1.223436951637268,-0.20465946197509766,-2.4427285194396973,0,0,0
1712884314605817,MBOT_ODOMETRY,0,0,0,0,1.2154524326324463,-0.21136926114559174,-2.439513683319092,0,0,0
1712884314647225,MBOT_ODOMETRY,0,0,0,0,1.2078105211257935,-0.21783319115638733,-2.436378240585327,0,0,0
1712884314687743,MBOT_ODOMETRY,0,0,0,0,1.199958086013794,-0.22451746463775635,-2.432105779647827,0,0,0
1712884314728158,MBOT_ODOMETRY,0,0,0,0,1.192177653312683,-0.2311980277299881,-2.4288933277130127,0,0,0
1712884314768520,MBOT_ODOMETRY,0,0,0,0,1.1845033168792725,-0.23783047497272491,-2.426212787628174,0,0,0
1712884314808904,MBOT_ODOMETRY,0,0,0,0,1.1766934394836426,-0.24461665749549866,-2.421926259994507,0,0,0
1712884314849286,MBOT_ODOMETRY,0,0,0,0,1.1690378189086914,-0.2513265907764435,-2.4176394939422607,0,0,0
1712884314889793,MBOT_ODOMETRY,0,0,0,0,1.1613411903381348,-0.25813111662864685,-2.413900136947632,0,0,0
1712884314930206,MBOT_ODOMETRY,0,0,0,0,1.1536521911621094,-0.264980286359787,-2.409081220626831,0,0,0
1712884314970570,MBOT_ODOMETRY,0,0,0,0,1.1459559202194214,-0.2719026803970337,-2.4037203788757324,0,0,0
1712884315010943,MBOT_ODOMETRY,0,0,0,0,1.1382986307144165,-0.27886468172073364,-2.3972887992858887,0,0,0
1712884315051321,MBOT_ODOMETRY,0,0,0,0,1.1307178735733032,-0.28584668040275574,-2.392465591430664,0,0,0
1712884315091822,MBOT_ODOMETRY,0,0,0,0,1.1231024265289307,-0.2929288148880005,-2.3881914615631104,0,0,0
1712884315132231,MBOT_ODOMETRY,0,0,0,0,1.1155608892440796,-0.3000025749206543,-2.3828365802764893,0,0,0
1712884315172599,MBOT_ODOMETRY,0,0,0,0,1.1081101894378662,-0.3070664405822754,-2.376404285430908,0,0,0
1712884315212974,MBOT_ODOMETRY,0,0,0,0,1.1007364988327026,-0.31414794921875,-2.3715808391571045,0,0,0
1712884315253368,MBOT_ODOMETRY,0,0,0,0,1.0932507514953613,-0.321406751871109,-2.365152597427368,0,0,0
1712884315293867,MBOT_ODOMETRY,0,0,0,0,1.085890531539917,-0.3286362886428833,-2.358741044998169,0,0,0
1712884315334273,MBOT_ODOMETRY,0,0,0,0,1.0786782503128052,-0.335811972618103,-2.351243734359741,0,0,0
1712884315374632,MBOT_ODOMETRY,0,0,0,0,1.0715116262435913,-0.34304994344711304,-2.3437376022338867,0,0,0
1712884315415007,MBOT_ODOMETRY,0,0,0,0,1.0643731355667114,-0.3503684997558594,-2.3356986045837402,0,0,0
1712884315455383,MBOT_ODOMETRY,0,0,0,0,1.0572938919067383,-0.3577440083026886,-2.3287315368652344,0,0,0
1712884315495885,MBOT_ODOMETRY,0,0,0,0,1.050230860710144,-0.3652059733867645,-2.323923110961914,0,0,0
1712884315536305,MBOT_ODOMETRY,0,0,0,0,1.0431896448135376,-0.372717022895813,-2.3191049098968506,0,0,0
1712884315576670,MBOT_ODOMETRY,0,0,0,0,1.036146640777588,-0.3803027868270874,-2.3148162364959717,0,0,0
1712884315617061,MBOT_ODOMETRY,0,0,0,0,1.029140830039978,-0.3879137933254242,-2.3116018772125244,0,0,0
1712884315657527,MBOT_ODOMETRY,0,0,0,0,1.022200584411621,-0.39550238847732544,-2.3089282512664795,0,0,0
1712884315698034,MBOT_ODOMETRY,0,0,0,0,1.0152316093444824,-0.4031633734703064,-2.3062572479248047,0,0,0
1712884315738422,MBOT_ODOMETRY,0,0,0,0,1.0082906484603882,-0.4108346104621887,-2.3030426502227783,0,0,0
1712884315778816,MBOT_ODOMETRY,0,0,0,0,1.0014312267303467,-0.4184649586677551,-2.2987570762634277,0,0,0
1712884315819196,MBOT_ODOMETRY,0,0,0,0,0.9946576952934265,-0.42606499791145325,-2.2944700717926025,0,0,0
1712884315859580,MBOT_ODOMETRY,0,0,0,0,0.9879174828529358,-0.4336932301521301,-2.2923266887664795,0,0,0
1712884315900089,MBOT_ODOMETRY,0,0,0,0,0.9811594486236572,-0.4413747787475586,-2.289121627807617,0,0,0
