utime,vel vx,vel vy,vel wz,apriltag 1 id,apriltag 1 latitude,apriltag 1 longitude,apriltag 2 id,apriltag 2 latitude,apriltag 2 longitude,odometry x,odometry y,odometry theta
1713050083346729,0.1876,0.0000,-0.0268,-1,-1,-1,-1,-1,-1,1.1057,-0.0164,-0.08086150884628296
1713050083387137,0.1845,0.0000,-0.0402,-1,-1,-1,-1,-1,-1,1.1130,-0.0170,-0.08246801793575287
1713050083427546,0.1876,0.0000,-0.0535,-1,-1,-1,-1,-1,-1,1.1205,-0.0176,-0.0846099779009819
1713050083467978,0.1875,0.0000,-0.0535,-1,-1,-1,-1,-1,-1,1.1280,-0.0182,-0.08675071597099304
1713050083508543,0.1838,0.0000,-0.0667,-1,-1,-1,-1,-1,-1,1.1353,-0.0189,-0.08941785991191864
1713050083550033,0.1848,0.0000,-0.0261,-1,-1,-1,-1,-1,-1,1.1427,-0.0195,-0.09046093374490738
1713050083590454,0.1896,0.0000,-0.0268,-1,-1,-1,-1,-1,-1,1.1502,-0.0202,-0.09153158962726593
1713050083630865,0.1866,0.0000,-0.0402,-1,-1,-1,-1,-1,-1,1.1577,-0.0209,-0.09313797205686569
1713050083671281,0.1834,0.0000,-0.0268,-1,-1,-1,-1,-1,-1,1.1650,-0.0216,-0.09420876204967499
1713050083711827,0.1849,0.0000,-0.0534,-1,-1,-1,-1,-1,-1,1.1723,-0.0223,-0.09634348005056381
1713050083752253,0.1875,0.0000,0.0000,-1,-1,-1,-1,-1,-1,1.1798,-0.0230,-0.09634348005056381
1713050083792667,0.1834,0.0000,-0.0535,-1,-1,-1,-1,-1,-1,1.1871,-0.0237,-0.09848517179489136
1713050083833084,0.1751,0.0000,0.9102,-1,-1,-1,-1,-1,-1,1.1941,-0.0244,-0.06207912042737007
1713050083873513,0.1865,0.0000,0.4416,-1,-1,-1,-1,-1,-1,1.2015,-0.0248,-0.044416725635528564
1713050083914382,0.1927,0.0000,0.1985,-1,-1,-1,-1,-1,-1,1.2092,-0.0252,-0.0364747978746891
1713050083954822,0.1927,0.0000,0.1204,-1,-1,-1,-1,-1,-1,1.2169,-0.0255,-0.031659092754125595
1713050083995239,0.1834,0.0000,-0.0535,-1,-1,-1,-1,-1,-1,1.2243,-0.0257,-0.03380062058568001
1713050084035650,0.1845,0.0000,-0.0402,-1,-1,-1,-1,-1,-1,1.2316,-0.0259,-0.03540701046586037
1713050084076066,0.1855,0.0000,-0.0535,-1,-1,-1,-1,-1,-1,1.2390,-0.0262,-0.03754859417676926
1713050084116690,0.1887,0.0000,-0.0266,-1,-1,-1,-1,-1,-1,1.2466,-0.0265,-0.038613904267549515
1713050084157134,0.1864,0.0000,-0.0669,-1,-1,-1,-1,-1,-1,1.2540,-0.0268,-0.04128903150558472
1713050084198241,0.1865,0.0000,-0.0263,-1,-1,-1,-1,-1,-1,1.2615,-0.0271,-0.04234182462096214
1713050084238649,0.1866,0.0000,-0.0134,-1,-1,-1,-1,-1,-1,1.2689,-0.0274,-0.042877327650785446
1713050084279096,0.1864,0.0000,-0.0401,-1,-1,-1,-1,-1,-1,1.2764,-0.0277,-0.044482290744781494
1713050084319637,0.1860,0.0000,-0.0667,-1,-1,-1,-1,-1,-1,1.2838,-0.0281,-0.04715101420879364
1713050084360066,0.1844,0.0000,-0.0134,-1,-1,-1,-1,-1,-1,1.2912,-0.0284,-0.04768623784184456
1713050084400488,0.1761,0.0000,0.8164,-1,-1,-1,-1,-1,-1,1.2982,-0.0287,-0.015031907707452774
1713050084440895,0.1824,0.0000,0.4954,-1,-1,-1,-1,-1,-1,1.3055,-0.0288,0.0047821663320064545
1713050084481307,0.2022,0.0000,0.0535,-1,-1,-1,-1,-1,-1,1.3136,-0.0288,0.006923966109752655
1713050084521841,0.1922,0.0000,0.2002,-1,-1,-1,-1,-1,-1,1.3213,-0.0288,0.014931532554328442
1713050084563241,0.1811,0.0000,-0.0261,-1,-1,-1,-1,-1,-1,1.3285,-0.0286,0.013886189088225365
1713050084603656,0.1761,0.0000,-0.0134,-1,-1,-1,-1,-1,-1,1.3356,-0.0285,0.013350780121982098
1713050084644071,0.1813,0.0000,-0.0535,-1,-1,-1,-1,-1,-1,1.3428,-0.0284,0.011209138669073582
1713050084684500,0.1854,0.0000,0.0000,-1,-1,-1,-1,-1,-1,1.3503,-0.0284,0.011209138669073582
1713050084725040,0.1818,0.0000,-0.0133,-1,-1,-1,-1,-1,-1,1.3575,-0.0283,0.010675379075109959
1713050084766620,0.1844,0.0000,-0.0781,-1,-1,-1,-1,-1,-1,1.3649,-0.0282,0.00755293108522892
1713050084807039,0.1876,0.0000,-0.0535,-1,-1,-1,-1,-1,-1,1.3724,-0.0281,0.00541150476783514
1713050084847460,0.1844,0.0000,-0.0134,-1,-1,-1,-1,-1,-1,1.3798,-0.0281,0.004876172635704279
1713050084887886,0.1844,0.0000,-0.0669,-1,-1,-1,-1,-1,-1,1.3872,-0.0281,0.002199850045144558
1713050084930137,0.1794,0.0000,-0.0512,-1,-1,-1,-1,-1,-1,1.3943,-0.0281,0.0001512735616415739
1713050084970583,0.1843,0.0000,-0.0134,-1,-1,-1,-1,-1,-1,1.4017,-0.0281,-0.00038372556446120143
1713050085011004,0.1844,0.0000,-0.0134,-1,-1,-1,-1,-1,-1,1.4091,-0.0281,-0.0009190577547997236
1713050085051421,0.1845,0.0000,-0.0669,-1,-1,-1,-1,-1,-1,1.4165,-0.0281,-0.0035959696397185326
1713050085092643,0.1860,0.0000,-0.0262,-1,-1,-1,-1,-1,-1,1.4239,-0.0281,-0.004645827226340771
1713050085133198,0.1828,0.0000,0.0000,-1,-1,-1,-1,-1,-1,1.4312,-0.0281,-0.004645827226340771
1713050085173622,0.1834,0.0000,-0.0268,-1,-1,-1,-1,-1,-1,1.4386,-0.0282,-0.005716409534215927
1713050085214046,0.1844,0.0000,-0.0401,-1,-1,-1,-1,-1,-1,1.4459,-0.0282,-0.007322282996028662
1713050085254441,0.1846,0.0000,-0.0134,-1,-1,-1,-1,-1,-1,1.4533,-0.0283,-0.007857958786189556
1713050085294852,0.1814,0.0000,-0.0268,-1,-1,-1,-1,-1,-1,1.4606,-0.0283,-0.008928884752094746
1713050085335407,0.1849,0.0000,-0.0534,-1,-1,-1,-1,-1,-1,1.4680,-0.0284,-0.011063127778470516
1713050085376529,0.1874,0.0000,-0.0395,-1,-1,-1,-1,-1,-1,1.4755,-0.0285,-0.01264173910021782
1713050085416948,0.1824,0.0000,-0.0402,-1,-1,-1,-1,-1,-1,1.4828,-0.0286,-0.014247807674109936
1713050085457362,0.1845,0.0000,-0.0669,-1,-1,-1,-1,-1,-1,1.4901,-0.0287,-0.016924919560551643
1713050085497768,0.1845,0.0000,-0.0669,-1,-1,-1,-1,-1,-1,1.4975,-0.0288,-0.019602563232183456
1713050085538321,0.1849,0.0000,-0.0267,-1,-1,-1,-1,-1,-1,1.5049,-0.0289,-0.020669737830758095
1713050085578739,0.1803,0.0000,-0.0402,-1,-1,-1,-1,-1,-1,1.5121,-0.0291,-0.02227584645152092
1713050085619161,0.1844,0.0000,-0.0401,-1,-1,-1,-1,-1,-1,1.5195,-0.0292,-0.02388179674744606
1713050085659579,0.1886,0.0000,-0.0402,-1,-1,-1,-1,-1,-1,1.5270,-0.0294,-0.025487905368208885
1713050085701223,0.1790,0.0000,-0.0909,-1,-1,-1,-1,-1,-1,1.5342,-0.0296,-0.029125165194272995
1713050085741852,0.1845,0.0000,-0.0266,-1,-1,-1,-1,-1,-1,1.5416,-0.0298,-0.030190346762537956
1713050085782274,0.1855,0.0000,-0.0268,-1,-1,-1,-1,-1,-1,1.5490,-0.0300,-0.031260982155799866
1713050085822686,0.1876,0.0000,-0.0535,-1,-1,-1,-1,-1,-1,1.5565,-0.0303,-0.033402781933546066
1713050085863097,0.1834,0.0000,-0.0268,-1,-1,-1,-1,-1,-1,1.5638,-0.0305,-0.03447370603680611
1713050085903499,0.1866,0.0000,-0.0402,-1,-1,-1,-1,-1,-1,1.5713,-0.0308,-0.03608044981956482
1713050085940169,0.2090,0.0000,-0.0295,-1,-1,-1,-1,-1,-1,1.5796,-0.0311,-0.03726062551140785
1713050085980614,0.1822,0.0000,-0.0401,-1,-1,-1,-1,-1,-1,1.5869,-0.0314,-0.03886566311120987
1713050086021042,0.1865,0.0000,-0.0401,-1,-1,-1,-1,-1,-1,1.5944,-0.0316,-0.04047137126326561
1713050086061461,0.1844,0.0000,-0.0134,-1,-1,-1,-1,-1,-1,1.6017,-0.0319,-0.04100672900676727
1713050086101886,0.1865,0.0000,-0.0401,-1,-1,-1,-1,-1,-1,1.6092,-0.0322,-0.042612556368112564
1713050086142428,0.1849,0.0000,-0.0801,-1,-1,-1,-1,-1,-1,1.6166,-0.0326,-0.04581494629383087
